1,0.000000e+000,7.284600e+004,7.284600e+004
2,1.922876e+001,7.282678e+004,7.284601e+004
3,7.689493e+001,7.276914e+004,7.284603e+004
4,1.729080e+002,7.267318e+004,7.284609e+004
5,3.070977e+002,7.253912e+004,7.284622e+004
6,4.792147e+002,7.236720e+004,7.284642e+004
7,6.889324e+002,7.215778e+004,7.284672e+004
8,9.358488e+002,7.191128e+004,7.284713e+004
9,1.219489e+003,7.162819e+004,7.284768e+004
10,1.539308e+003,7.130907e+004,7.284838e+004
11,2.245740e+003,7.095455e+004,7.320029e+004
12,2.669018e+003,7.053250e+004,7.320152e+004
13,3.126065e+003,7.007689e+004,7.320296e+004
14,3.616030e+003,6.958858e+004,7.320461e+004
15,4.138020e+003,6.906848e+004,7.320650e+004
16,4.691099e+003,6.851752e+004,7.320862e+004
17,5.274291e+003,6.793669e+004,7.321098e+004
18,5.886591e+003,6.732700e+004,7.321359e+004
19,6.526969e+003,6.668949e+004,7.321645e+004
20,7.194369e+003,6.602520e+004,7.321957e+004
21,7.580402e+003,6.533523e+004,7.291563e+004
22,8.284808e+003,6.463431e+004,7.291912e+004
23,9.013284e+003,6.390958e+004,7.292287e+004
24,9.764757e+003,6.316211e+004,7.292686e+004
25,1.053816e+004,6.239295e+004,7.293111e+004
26,1.133241e+004,6.160318e+004,7.293559e+004
27,1.214647e+004,6.079384e+004,7.294031e+004
28,1.297928e+004,5.996599e+004,7.294527e+004
29,1.382981e+004,5.912064e+004,7.295045e+004
30,1.469705e+004,5.825880e+004,7.295585e+004
31,1.448752e+004,5.738145e+004,7.186897e+004
32,1.535363e+004,5.652075e+004,7.187438e+004
33,1.623436e+004,5.564563e+004,7.187998e+004
34,1.712880e+004,5.475698e+004,7.188577e+004
35,1.803607e+004,5.385566e+004,7.189174e+004
36,1.895533e+004,5.294254e+004,7.189787e+004
37,1.988575e+004,5.201841e+004,7.190416e+004
38,2.082652e+004,5.108408e+004,7.191061e+004
39,2.177688e+004,5.014031e+004,7.191719e+004
40,2.273607e+004,4.918785e+004,7.192392e+004
41,2.179084e+004,4.822740e+004,7.001824e+004
42,2.272583e+004,4.729883e+004,7.002466e+004
43,2.366868e+004,4.636251e+004,7.003119e+004
44,2.461875e+004,4.541908e+004,7.003783e+004
45,2.557541e+004,4.446916e+004,7.004457e+004
46,2.653808e+004,4.351334e+004,7.005141e+004
47,2.750615e+004,4.255219e+004,7.005834e+004
48,2.847907e+004,4.158629e+004,7.006536e+004
49,2.945629e+004,4.061618e+004,7.007247e+004
50,3.043727e+004,3.964238e+004,7.007965e+004
51,2.873267e+004,3.866541e+004,6.739808e+004
