1,0.000000e+000,7.284600e+004,7.284600e+004
2,1.922876e+001,7.282678e+004,7.284601e+004
3,7.689493e+001,7.276914e+004,7.284603e+004
4,1.729080e+002,7.267318e+004,7.284609e+004
5,3.070977e+002,7.253912e+004,7.284622e+004
6,4.792147e+002,7.236720e+004,7.284642e+004
7,6.889324e+002,7.215778e+004,7.284672e+004
8,9.358488e+002,7.191128e+004,7.284713e+004
9,1.219489e+003,7.162819e+004,7.284768e+004
10,1.539308e+003,7.130907e+004,7.284838e+004
11,2.540566e+003,7.095455e+004,7.349512e+004
12,2.989610e+003,7.050689e+004,7.349650e+004
13,3.472096e+003,7.002601e+004,7.349810e+004
14,3.987128e+003,6.951281e+004,7.349993e+004
15,4.533768e+003,6.896823e+004,7.350200e+004
16,5.111039e+003,6.839328e+004,7.350432e+004
17,5.717928e+003,6.778895e+004,7.350688e+004
18,6.353396e+003,6.715630e+004,7.350970e+004
19,7.016379e+003,6.649640e+004,7.351278e+004
20,7.705795e+003,6.581032e+004,7.351611e+004
21,8.320099e+003,6.509916e+004,7.341926e+004
22,9.054762e+003,6.436832e+004,7.342308e+004
23,9.812647e+003,6.361450e+004,7.342715e+004
24,1.059265e+004,6.283882e+004,7.343147e+004
25,1.139369e+004,6.204235e+004,7.343604e+004
26,1.221467e+004,6.122619e+004,7.344086e+004
27,1.305452e+004,6.039139e+004,7.344591e+004
28,1.391218e+004,5.953901e+004,7.345120e+004
29,1.478662e+004,5.867008e+004,7.345670e+004
30,1.567682e+004,5.778561e+004,7.346243e+004
31,1.564144e+004,5.688657e+004,7.252801e+004
32,1.653414e+004,5.599965e+004,7.253379e+004
33,1.744040e+004,5.509936e+004,7.253977e+004
34,1.835932e+004,5.418659e+004,7.254592e+004
35,1.929004e+004,5.326220e+004,7.255224e+004
36,2.023170e+004,5.232702e+004,7.255872e+004
37,2.118350e+004,5.138185e+004,7.256535e+004
38,2.214466e+004,5.042747e+004,7.257213e+004
39,2.311441e+004,4.946464e+004,7.257905e+004
40,2.409202e+004,4.849406e+004,7.258609e+004
41,2.327552e+004,4.751644e+004,7.079196e+004
42,2.423089e+004,4.656782e+004,7.079871e+004
43,2.519314e+004,4.561243e+004,7.080557e+004
44,2.616165e+004,4.465089e+004,7.081253e+004
45,2.713580e+004,4.368378e+004,7.081959e+004
46,2.811504e+004,4.271169e+004,7.082673e+004
47,2.909878e+004,4.173518e+004,7.083396e+004
48,3.008649e+004,4.075477e+004,7.084126e+004
49,3.107765e+004,3.977099e+004,7.084864e+004
50,3.207173e+004,3.878436e+004,7.085608e+004
51,3.046116e+004,3.779536e+004,6.825651e+004
