1,6.666667e+000,3.333333e+000,3.333333e+000
2,6.666667e+000,3.333333e+000,3.333333e+000
3,6.666668e+000,3.333332e+000,3.333332e+000
4,6.666669e+000,3.333331e+000,3.333331e+000
5,6.666670e+000,3.333330e+000,3.333330e+000
6,6.666671e+000,3.333329e+000,3.333329e+000
7,6.666672e+000,3.333328e+000,3.333328e+000
8,6.666674e+000,3.333326e+000,3.333326e+000
9,6.666676e+000,3.333324e+000,3.333324e+000
10,6.666678e+000,3.333322e+000,3.333322e+000
11,6.666681e+000,3.333319e+000,3.333319e+000
12,6.666684e+000,3.333316e+000,3.333316e+000
13,6.666686e+000,3.333314e+000,3.333314e+000
14,6.666690e+000,3.333310e+000,3.333310e+000
15,6.666693e+000,3.333307e+000,3.333307e+000
16,6.666697e+000,3.333303e+000,3.333303e+000
17,6.666701e+000,3.333299e+000,3.333299e+000
18,6.666705e+000,3.333295e+000,3.333295e+000
19,6.666709e+000,3.333291e+000,3.333291e+000
20,6.666714e+000,3.333286e+000,3.333286e+000
21,6.666718e+000,3.333282e+000,3.333282e+000
22,6.666723e+000,3.333277e+000,3.333277e+000
23,6.666729e+000,3.333271e+000,3.333271e+000
24,6.666734e+000,3.333266e+000,3.333266e+000
25,6.666740e+000,3.333260e+000,3.333260e+000
26,6.666746e+000,3.333254e+000,3.333254e+000
27,6.666752e+000,3.333248e+000,3.333248e+000
28,6.666759e+000,3.333241e+000,3.333241e+000
29,6.666765e+000,3.333235e+000,3.333235e+000
30,6.666772e+000,3.333228e+000,3.333228e+000
31,6.666779e+000,3.333221e+000,3.333221e+000
32,6.666787e+000,3.333213e+000,3.333213e+000
33,6.666794e+000,3.333206e+000,3.333206e+000
34,6.666802e+000,3.333198e+000,3.333198e+000
35,6.666810e+000,3.333190e+000,3.333190e+000
36,6.666819e+000,3.333181e+000,3.333181e+000
37,6.666827e+000,3.333173e+000,3.333173e+000
38,6.666836e+000,3.333164e+000,3.333164e+000
39,6.666845e+000,3.333155e+000,3.333155e+000
40,6.666854e+000,3.333146e+000,3.333146e+000
41,6.666864e+000,3.333136e+000,3.333136e+000
42,6.666874e+000,3.333126e+000,3.333126e+000
43,6.666883e+000,3.333117e+000,3.333117e+000
44,6.666894e+000,3.333106e+000,3.333106e+000
45,6.666904e+000,3.333096e+000,3.333096e+000
46,6.666915e+000,3.333085e+000,3.333085e+000
47,6.666926e+000,3.333074e+000,3.333074e+000
48,6.666937e+000,3.333063e+000,3.333063e+000
49,6.666948e+000,3.333052e+000,3.333052e+000
50,6.666960e+000,3.333040e+000,3.333040e+000
51,6.666972e+000,3.333028e+000,3.333028e+000
52,6.666984e+000,3.333016e+000,3.333016e+000
53,6.666996e+000,3.333004e+000,3.333004e+000
54,6.667008e+000,3.332992e+000,3.332992e+000
55,6.667021e+000,3.332979e+000,3.332979e+000
56,6.667034e+000,3.332966e+000,3.332966e+000
57,6.667048e+000,3.332952e+000,3.332952e+000
58,6.667061e+000,3.332939e+000,3.332939e+000
59,6.667075e+000,3.332925e+000,3.332925e+000
60,6.667089e+000,3.332911e+000,3.332911e+000
61,6.667103e+000,3.332897e+000,3.332897e+000
62,6.667117e+000,3.332883e+000,3.332883e+000
63,6.667132e+000,3.332868e+000,3.332868e+000
64,6.667147e+000,3.332853e+000,3.332853e+000
65,6.667162e+000,3.332838e+000,3.332838e+000
66,6.667177e+000,3.332823e+000,3.332823e+000
67,6.667193e+000,3.332807e+000,3.332807e+000
68,6.667209e+000,3.332791e+000,3.332791e+000
69,6.667225e+000,3.332775e+000,3.332775e+000
70,6.667241e+000,3.332759e+000,3.332759e+000
71,6.667257e+000,3.332743e+000,3.332743e+000
72,6.667274e+000,3.332726e+000,3.332726e+000
73,6.667291e+000,3.332709e+000,3.332709e+000
74,6.667308e+000,3.332692e+000,3.332692e+000
75,6.667326e+000,3.332674e+000,3.332674e+000
76,6.667343e+000,3.332657e+000,3.332657e+000
77,6.667361e+000,3.332639e+000,3.332639e+000
78,6.667379e+000,3.332621e+000,3.332621e+000
79,6.667398e+000,3.332602e+000,3.332602e+000
80,6.667416e+000,3.332584e+000,3.332584e+000
81,6.667435e+000,3.332565e+000,3.332565e+000
82,6.667454e+000,3.332546e+000,3.332546e+000
83,6.667474e+000,3.332526e+000,3.332526e+000
84,6.667493e+000,3.332507e+000,3.332507e+000
85,6.667513e+000,3.332487e+000,3.332487e+000
86,6.667533e+000,3.332467e+000,3.332467e+000
87,6.667553e+000,3.332447e+000,3.332447e+000
88,6.667574e+000,3.332426e+000,3.332426e+000
89,6.667594e+000,3.332406e+000,3.332406e+000
90,6.667615e+000,3.332385e+000,3.332385e+000
91,6.667636e+000,3.332364e+000,3.332364e+000
92,6.667658e+000,3.332342e+000,3.332342e+000
93,6.667679e+000,3.332321e+000,3.332321e+000
94,6.667701e+000,3.332299e+000,3.332299e+000
95,6.667723e+000,3.332277e+000,3.332277e+000
96,6.667746e+000,3.332254e+000,3.332254e+000
97,6.667768e+000,3.332232e+000,3.332232e+000
98,6.667791e+000,3.332209e+000,3.332209e+000
99,6.667814e+000,3.332186e+000,3.332186e+000
100,6.667837e+000,3.332163e+000,3.332163e+000
101,6.667861e+000,3.332139e+000,3.332139e+000
102,6.667884e+000,3.332116e+000,3.332116e+000
103,6.667908e+000,3.332092e+000,3.332092e+000
104,6.667932e+000,3.332068e+000,3.332068e+000
105,6.667957e+000,3.332043e+000,3.332043e+000
106,6.667981e+000,3.332019e+000,3.332019e+000
107,6.668006e+000,3.331994e+000,3.331994e+000
108,6.668031e+000,3.331969e+000,3.331969e+000
109,6.668057e+000,3.331943e+000,3.331943e+000
110,6.668082e+000,3.331918e+000,3.331918e+000
111,6.668108e+000,3.331892e+000,3.331892e+000
112,6.668134e+000,3.331866e+000,3.331866e+000
113,6.668160e+000,3.331840e+000,3.331840e+000
114,6.668187e+000,3.331813e+000,3.331813e+000
115,6.668214e+000,3.331786e+000,3.331786e+000
116,6.668240e+000,3.331760e+000,3.331760e+000
117,6.668268e+000,3.331732e+000,3.331732e+000
118,6.668295e+000,3.331705e+000,3.331705e+000
119,6.668323e+000,3.331677e+000,3.331677e+000
120,6.668351e+000,3.331649e+000,3.331649e+000
121,6.668379e+000,3.331621e+000,3.331621e+000
122,6.668407e+000,3.331593e+000,3.331593e+000
123,6.668435e+000,3.331565e+000,3.331565e+000
124,6.668464e+000,3.331536e+000,3.331536e+000
125,6.668493e+000,3.331507e+000,3.331507e+000
126,6.668523e+000,3.331477e+000,3.331477e+000
127,6.668552e+000,3.331448e+000,3.331448e+000
128,6.668582e+000,3.331418e+000,3.331418e+000
129,6.668612e+000,3.331388e+000,3.331388e+000
130,6.668642e+000,3.331358e+000,3.331358e+000
131,6.668672e+000,3.331328e+000,3.331328e+000
132,6.668703e+000,3.331297e+000,3.331297e+000
133,6.668734e+000,3.331266e+000,3.331266e+000
134,6.668765e+000,3.331235e+000,3.331235e+000
135,6.668796e+000,3.331204e+000,3.331204e+000
136,6.668828e+000,3.331172e+000,3.331172e+000
137,6.668859e+000,3.331141e+000,3.331141e+000
138,6.668891e+000,3.331109e+000,3.331109e+000
139,6.668924e+000,3.331076e+000,3.331076e+000
140,6.668956e+000,3.331044e+000,3.331044e+000
141,6.668989e+000,3.331011e+000,3.331011e+000
142,6.669022e+000,3.330978e+000,3.330978e+000
143,6.669055e+000,3.330945e+000,3.330945e+000
144,6.669088e+000,3.330912e+000,3.330912e+000
